year,q_no,category,topic,question,choice1,choice2,choice3,choice4,explanation,difficulty,tags
2021,14,不動産登記法,表示登記・手続・登記事項,"不動産の登記に関する次の記述のうち、不動産登記法の規定によれば、誤って
いるものはどれか。","表題登記がない土地の所有権を取得した者は、その所有権の取得の日から１月以内に、表
題登記を申請しなければならない。",共用部分である旨の登記がある建物について、合併の登記をすることができる。,"登記官は、表示に関する登記について申請があった場合において、必要があると認めると
きは、当該不動産の表示に関する事項を調査することができる。","区分建物である建物を新築した場合において、その所有者について相続その他の一般承継
があったときは、相続人その他の一般承継人も、被承継人を表題部所有者とする当該建物に
ついての表題登記を申請することができる。",判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：共用部分である旨の登記がある建物について、合併の登記をすることができる / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：表示登記・手続・登記事項,4,R3_12;不動産登記法
2021,15,都市計画法,用途地域・地区計画・開発許可,都市計画法に関する次の記述のうち、正しいものはどれか。,"近隣商業地域は、主として商業その他の業務の利便の増進を図りつつ、これと調和した住
居の環境を保護するため定める地域とする。","準工業地域は、主として環境の悪化をもたらすおそれのない工業の利便の増進を図りつつ、
これと調和した住居の環境を保護するため定める地域とする。","第一種低層住居専用地域については、都市計画に特定用途制限地域を定めることができる
場合がある。","第一種住居地域については、都市計画に高層住居誘導地区を定めることができる場合があ
る。","判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：第一種住居地域については、都市計画に高層住居誘導地区を定めることができる場合があ
る / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：用途地域・地区計画・開発許可",5,R3_12;都市計画法
2021,16,都市計画法,用途地域・地区計画・開発許可,"都市計画法に関する次の記述のうち、誤っているものはどれか。ただし、この
問において「都道府県知事」とは、地方自治法に基づく指定都市、中核市及び施行時特例市に
あってはその長をいうものとする。","開発許可を受けようとする者は、開発行為に関する工事の請負人又は請負契約によらない
で自らその工事を施行する者を記載した申請書を都道府県知事に提出しなければならない。","開発許可を受けた者は、開発行為に関する国土交通省令で定める軽微な変更をしたときは、
遅滞なく、その旨を都道府県知事に届け出なければならない。","開発許可を受けた者は、開発行為に関する工事の廃止をしようとするときは、都道府県知
事の許可を受けなければならない。","開発行為に同意していない土地の所有者は、当該開発行為に関する工事完了の公告前に、
当該開発許可を受けた開発区域内において、その権利の行使として自己の土地に建築物を建
築することができる。","判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：開発許可を受けた者は、開発行為に関する工事の廃止をしようとするときは、都道府県知
事の許可を受けなければならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：用途地域・地区計画・開発許可",3,R3_12;都市計画法
2021,17,建築基準法,避難・確認・用途制限・斜線制限,建築基準法に関する次の記述のうち、誤っているものはどれか。,"４階建ての建築物の避難階以外の階を劇場の用途に供し、当該階に客席を有する場合には、
当該階から避難階又は地上に通ずる２以上の直通階段を設けなければならない。","床面積の合計が500㎡の映画館の用途に供する建築物を演芸場に用途変更する場合、建築
主事、建築副主事又は指定確認検査機関の確認を受ける必要はない。","換気設備を設けていない居室には、換気のための窓その他の開口部を設け、その換気に有
効な部分の面積は、その居室の床面積に対して10分の１以上としなければならない。",延べ面積が800㎡の百貨店の階段の部分には、排煙設備を設けなくてもよい。,"判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：換気設備を設けていない居室には、換気のための窓その他の開口部を設け、その換気に有
効な部分の面積は、その居室の床面積に対して10分の１以上としなければならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：避難・確認・用途制限・斜線制限",4,R3_12;建築基準法
2021,18,建築基準法,避難・確認・用途制限・斜線制限,"次の記述のうち、建築基準法（以下この問において「法」という。）の規定に
よれば、正しいものはどれか。","法第68条の９第１項の規定に基づく条例の制定の際、現に建築物が立ち並んでいる道は、
法上の道路とみなされる。","都市計画により、容積率の限度が10分の50とされている準工業地域内において、建築物
の高さは、前面道路の反対側の境界線からの水平距離が35ｍ以下の範囲内においては、当該
部分から前面道路の反対側の境界線までの水平距離に、1.5を乗じて得た値以下でなければな
らない。","第一種住居地域においては、畜舎で、その用途に供する部分の床面積が4,000㎡のものを
建築することができる。","建築物の敷地が、法第53条第１項の規定に基づく建築物の建蔽率に関する制限を受ける地
域又は区域の二以上にわたる場合においては、当該建築物の敷地の過半の属する地域又は区
域における建蔽率に関する制限が、当該建築物に対して適用される。","判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：都市計画により、容積率の限度が10分の50とされている準工業地域内において、建築物
の高さは、前面道路の反対側の境界線からの水平距離が35ｍ以下の範囲内においては、当該
部分から前面道路の反対側の境界線までの水平距離に、1.5を乗じて得た値以下でなければな
らない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：避難・確認・用途制限・斜線制限",5,R3_12;建築基準法
2021,19,宅地造成等規制法,規制区域・許可・技術基準・取消し,"宅地造成及び特定盛土等規制法に関する次の記述のうち、誤っているものはど
れか。なお、この問において「都道府県知事」とは、地方自治法に基づく指定都市、中核市及
び施行時特例市にあってはその長をいうものとする。","宅地造成等工事規制区域外において行われる宅地造成に関する工事について、工事主は、
工事に着手する前に都道府県知事に届け出なければならない。","都道府県知事は、宅地造成等工事規制区域内における土地の所有者、管理者又は占有者に
対して、当該土地又は当該土地において行われている工事の状況について報告を求めること
ができる。","宅地造成等工事規制区域内において宅地造成等に関する工事を行う場合、宅地造成等に伴
う災害を防止するために行う高さ５ｍを超える擁壁に係る工事については、政令で定める資
格を有する者の設計によらなければならない。","都道府県知事は、偽りその他不正な手段によって宅地造成等工事規制区域内において行わ
れる宅地造成等に関する工事の許可を受けた者に対して、その許可を取り消すことができる。","判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：宅地造成等工事規制区域外において行われる宅地造成に関する工事について、工事主は、
工事に着手する前に都道府県知事に届け出なければならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：規制区域・許可・技術基準・取消し",2,R3_12;宅地造成等規制法
2021,20,土地区画整理法,換地・公告・審議会,"土地区画整理法（以下この問において「法」という。）に関する次の記述のう
ち、誤っているものはどれか。","土地区画整理組合が施行する土地区画整理事業に係る施行地区内の宅地について借地権の
みを有する者は、その土地区画整理組合の組合員とはならない。","法において、「公共施設」とは、道路、公園、広場、河川その他政令で定める公共の用に
供する施設をいう。","施行者は、換地処分の公告があった場合においては、直ちに、その旨を換地計画に係る区
域を管轄する登記所に通知しなければならない。","市町村が施行する土地区画整理事業では、事業ごとに、市町村に土地区画整理審議会が設
置され、換地計画、仮換地の指定及び減価補償金の交付に関する事項について法に定める権
限を行使する。","判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：土地区画整理組合が施行する土地区画整理事業に係る施行地区内の宅地について借地権の
みを有する者は、その土地区画整理組合の組合員とはならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：換地・公告・審議会",2,R3_12;土地区画整理法
2021,21,農地法,3条・4条・5条・市街化区域内届出,"農地に関する次の記述のうち、農地法（以下この問において「法」という。）
の規定によれば、正しいものはどれか。","自己所有の農地に住宅を建設する資金を借り入れるため、当該農地に抵当権の設定をする
場合には、法第３条第１項の許可を受ける必要がある。","農地の賃貸借の解除については、農地の所有者が、賃借人に対して一方的に解約の申入れ
を行う場合には、法第18条第１項の許可を受ける必要がない。","登記簿の地目が宅地となっている場合には、現況が農地であっても法の規制の対象とはな
らない。","市街化区域内の自己所有の農地を駐車場に転用するため、あらかじめ農業委員会に届け出
た場合には、法第４条第１項の許可を受ける必要がない。","判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：市街化区域内の自己所有の農地を駐車場に転用するため、あらかじめ農業委員会に届け出
た場合には、法第４条第１項の許可を受ける必要がない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：3条・4条・5条・市街化区域内届出",2,R3_12;農地法
2021,22,国土利用計画法,第23条事後届出・勧告・公表,"国土利用計画法（以下この問において「法」という。）第23条の届出（以下こ
の問において「事後届出」という。）及び法第29条の届出に関する次の記述のうち、正しいも
のはどれか。なお、この問において「都道府県知事」とは、地方自治法に基づく指定都市にあ
ってはその長をいうものとする。","個人Ａが所有する都市計画区域外の12,000㎡の土地に、個人Ｂが地上権の設定を受ける契
約を締結した場合、Ｂは一定の場合を除き事後届出を行う必要がある。","法第28条に基づく遊休土地に係る通知を受けた者は、その通知があった日から起算して１
月以内に、その通知に係る遊休土地の利用又は処分に関する計画を、都道府県知事に届け出
なければならない。","市街化調整区域において、宅地建物取引業者Ｃが所有する面積5,000㎡の土地について、
宅地建物取引業者Ｄが一定の計画に従って、2,000㎡と3,000㎡に分割して順次購入した場合、
Ｄは事後届出を行う必要はない。","都道府県知事は、事後届出があった場合において、土地の利用目的に係る必要な勧告を行
うことができ、その勧告を受けた者がその勧告に従わないときは、その旨及びその内容を公
表しなければならない。","判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：個人Ａが所有する都市計画区域外の12,000㎡の土地に、個人Ｂが地上権の設定を受ける契
約を締結した場合、Ｂは一定の場合を除き事後届出を行う必要がある / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：第23条事後届出・勧告・公表",4,R3_12;国土利用計画法
2021,23,税法,登録免許税（住宅用家屋軽減）,"住宅用家屋の所有権の移転登記に係る登録免許税の税率の軽減措置に関する次
の記述のうち、正しいものはどれか。","この税率の軽減措置の適用対象となる住宅用家屋は、床面積が100㎡以上で、その住宅用
家屋を取得した個人の居住の用に供されるものに限られる。","この税率の軽減措置の適用対象となる住宅用家屋は、売買又は競落により取得したものに
限られる。","この税率の軽減措置は、一定の要件を満たせばその住宅用家屋の敷地の用に供されている
土地の所有権の移転登記についても適用される。","この税率の軽減措置の適用を受けるためには、登記の申請書に、一定の要件を満たす住宅
用家屋であることの都道府県知事の証明書を添付しなければならない。","判断基準：適用要件・非課税・軽減の可否。 / 正解肢の要点：この税率の軽減措置の適用対象となる住宅用家屋は、売買又は競落により取得したものに
限られる / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：登録免許税（住宅用家屋軽減）",4,R3_12;税法
2021,24,税法,固定資産税（縦覧・審査申出・小規模住宅用地）,固定資産税に関する次の記述のうち、正しいものはどれか。,"市町村長は、固定資産課税台帳に登録された価格等に重大な錯誤があることを発見した場
合においては、直ちに決定された価格等を修正して、これを固定資産課税台帳に登録しなけ
ればならない。","固定資産税の納税義務者は、その納付すべき当該年度の固定資産課税に係る固定資産につ
いて、固定資産課税台帳に登録された価格について不服があるときは、公示の日から納税通
知書の交付を受けた日後１月を経過するまでの間において、文書をもって、固定資産評価審
査委員会に審査の申出をすることができる。","年度の途中において家屋の売買が行われた場合、売主と買主は、当該年度の固定資産税を、
固定資産課税台帳に所有者として登録されている日数で按分して納付しなければならない。","住宅用地のうち小規模住宅用地に対して課する固定資産税の課税標準は、当該小規模住宅
用地に係る固定資産税の課税標準となるべき価格の３分の１の額である。","判断基準：適用要件・非課税・軽減の可否。 / 正解肢の要点：市町村長は、固定資産課税台帳に登録された価格等に重大な錯誤があることを発見した場
合においては、直ちに決定された価格等を修正して、これを固定資産課税台帳に登録しなけ
ればならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：固定資産税（縦覧・審査申出・小規模住宅用地）",5,R3_12;税法
2021,25,地価公示法,目的・正常価格・公示・閲覧,地価公示法に関する次の記述のうち、誤っているものはどれか。,"地価公示法の目的は、都市及びその周辺の地域等において、標準地を選定し、その正常な
価格を公示することにより、一般の土地の取引価格に対して指標を与え、及び公共の利益と
なる事業の用に供する土地に対する適正な補償金の額の算定等に資し、もって適正な地価の
形成に寄与することである。","不動産鑑定士は、公示区域内の土地について鑑定評価を行う場合において、当該土地の正
常な価格を求めるときは、公示価格と実際の取引価格を規準としなければならない。","不動産鑑定士は、土地鑑定委員会の求めに応じて標準地の鑑定評価を行うに当たっては、
近傍類地の取引価格から算定される推定の価格、近傍類地の地代等から算定される推定の価
格及び同等の効用を有する土地の造成に要する推定の費用の額を勘案しなければならない。","関係市町村の長は、土地鑑定委員会が公示した事項のうち、当該市町村が属する都道府県
に存する標準地に係る部分を記載した書面等を、当該市町村の事務所において一般の閲覧に
供しなければならない。","判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：不動産鑑定士は、公示区域内の土地について鑑定評価を行う場合において、当該土地の正
常な価格を求めるときは、公示価格と実際の取引価格を規準としなければならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：目的・正常価格・公示・閲覧",4,R3_12;地価公示法
2021,26,宅建業法,37条書面（売買/賃貸・既存建物・金銭授受）,"宅地建物取引業者が宅地建物取引業法第37条の規定により交付すべき書面（以
下この問において「37条書面」という。）に関する次の記述のうち、正しいものはどれか。な
お、書面の交付には、契約の各当事者の承諾を得て行う電磁的方法による提供を含むものとす
る。","宅地建物取引業者は、その媒介により建物の売買の契約を成立させた場合において、当該
建物の引渡しの時期又は移転登記の申請の時期のいずれかを37条書面に記載し、当該契約の
各当事者に交付しなければならない。","宅地建物取引業者は、その媒介により建物の貸借の契約を成立させた場合において、当該
建物が既存の建物であるときは、建物の構造耐力上主要な部分等の状況について当事者の双
方が確認した事項を37条書面に記載し、当該契約の各当事者に交付しなければならない。","宅地建物取引業者は、その媒介により建物の貸借の契約を成立させた場合において、借賃
以外の金銭の授受に関する定めがあるときは、その額や当該金銭の授受の時期だけでなく、
当該金銭の授受の目的についても37条書面に記載し、当該契約の各当事者に交付しなければ
ならない。","宅地建物取引業者は、37条書面を交付するに当たり、宅地建物取引士をして、その書面に
記名の上、その内容を説明させなければならない。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：宅地建物取引業者は、その媒介により建物の貸借の契約を成立させた場合において、借賃
以外の金銭の授受に関する定めがあるときは、その額や当該金銭の授受の時期だけでなく、
当該金銭の授受の目的についても37条書面に記載し、当該契約の各当事者に交付しなければ
ならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：37条書面（売買/賃貸・既存建物・金銭授受）",4,R3_12;宅建業法
2021,27,宅建業法,手付金等の保全・自ら売主・違約金,"宅地建物取引業者Ａが、自ら売主として、宅地建物取引業者ではないＢとの間
で建物の売買契約を締結する場合における次の記述のうち、宅地建物取引業法の規定によれば、
正しいものはどれか。","ＡＢ間で建物の売買契約を締結する場合において、当事者の債務の不履行を理由とする契
約の解除に伴う損害賠償の額についての特約を、代金の額の10分の２を超えて定めた場合、
当該特約は全体として無効となる。","ＡＢ間で建築工事完了前の建物の売買契約を締結する場合において、ＡがＢから保全措置
が必要となる額の手付金を受領する場合、Ａは、事前に、国土交通大臣が指定する指定保管
機関と手付金等寄託契約を締結し、かつ、当該契約を証する書面を買主に交付した後でなけ
れば、Ｂからその手付金を受領することができない。","ＡＢ間で建物の売買契約を締結する場合において、Ａは、あらかじめＢの承諾を書面で得
た場合に限り、売買代金の額の10分の２を超える額の手付を受領することができる。","ＡＢ間で建築工事完了前の建物の売買契約を締結する場合において、売買代金の10分の２
の額を手付金として定めた場合、Ａが手付金の保全措置を講じていないときは、Ｂは手付金
の支払を拒否することができる。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：ＡＢ間で建築工事完了前の建物の売買契約を締結する場合において、売買代金の10分の２
の額を手付金として定めた場合、Ａが手付金の保全措置を講じていないときは、Ｂは手付金
の支払を拒否することができる / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：手付金等の保全・自ら売主・違約金",2,R3_12;宅建業法
2021,28,宅建業法,監督処分・罰則（指示・取消・名簿）,"宅地建物取引業者Ａ（甲県知事免許）に関する監督処分及び罰則に関する次の
記述のうち、宅地建物取引業法（以下この問において「法」という。）の規定によれば、正し
いものはいくつあるか。
ア　Ａが、不正の手段により甲県知事から免許を受けたとき、甲県知事はＡに対して当該免許
を取り消さなければならない。
イ　Ａが、法第３条の２第１項の規定により付された条件に違反したときは、甲県知事はＡの
免許を取り消さなければならない。
ウ　Ａが、事務所の公衆の見やすい場所に国土交通大臣が定めた報酬の額を掲示しなかった場
合、Ａは甲県知事から指示処分を受けることはあるが、罰則の適用を受けることはない。
エ　Ａの従業者名簿の作成に当たり、法第48条第３項の規定により記載しなければならない事
項についてＡの従業者Ｂが虚偽の記載をした場合、Ｂは罰則の適用を受けることはあるが、
Ａは罰則の適用を受けることはない。
ア Ａが、不正の手段により甲県知事から免許を受けたとき、甲県知事はＡに対して当該免許
を取り消さなければならない。
イ Ａが、法第３条の２第１項の規定により付された条件に違反したときは、甲県知事はＡの
免許を取り消さなければならない。
ウ Ａが、事務所の公衆の見やすい場所に国土交通大臣が定めた報酬の額を掲示しなかった場
合、Ａは甲県知事から指示処分を受けることはあるが、罰則の適用を受けることはない。
エ Ａの従業者名簿の作成に当たり、法第48条第３項の規定により記載しなければならない事
項についてＡの従業者Ｂが虚偽の記載をした場合、Ｂは罰則の適用を受けることはあるが、
Ａは罰則の適用を受けることはない。
1    一つ
2    二つ
3    三つ
4    四つ",一つ,二つ,三つ,四つ,判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解は「一つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：監督処分・罰則（指示・取消・名簿）,5,R3_12;宅建業法
2021,29,宅建業法,免許の有効期間・更新申請・死亡/合併の届出,次の記述のうち、宅地建物取引業法の規定によれば、誤っているものはどれか。,"宅地建物取引業の免許の有効期間は５年であり、免許の更新の申請は、有効期間満了の日
の90日前から30日前までの間に行わなければならない。","宅地建物取引業者から免許の更新の申請があった場合において、有効期間の満了の日まで
にその申請について処分がなされないときは、従前の免許は、有効期間の満了後もその処分
がなされるまでの間は、なお効力を有する。","個人である宅地建物取引業者Ａ（甲県知事免許）が死亡した場合、Ａの相続人は、Ａの死
亡の日から30日以内に、その旨を甲県知事に届け出なければならない。","法人である宅地建物取引業者Ｂ（乙県知事免許）が合併により消滅した場合、Ｂを代表す
る役員であった者は、その日から30日以内に、その旨を乙県知事に届け出なければならない。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：個人である宅地建物取引業者Ａ（甲県知事免許）が死亡した場合、Ａの相続人は、Ａの死
亡の日から30日以内に、その旨を甲県知事に届け出なければならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：免許の有効期間・更新申請・死亡/合併の届出",2,R3_12;宅建業法
2021,30,宅建業法,広告規制（取引態様明示・未確認広告・おとり広告）,"宅地建物取引業者Ａがその業務に関して行う広告に関する次の記述のうち、宅
地建物取引業法（以下この問において「法」という。）の規定によれば、正しいものはどれか。","Ａは、中古の建物の売買において、当該建物の所有者から媒介の依頼を受け、取引態様の
別を明示せずに広告を掲載したものの、広告を見た者からの問合せはなく、契約成立には至
らなかった場合には、当該広告は法第34条の規定に違反するものではない。","Ａは、自ら売主として、建築基準法第６条第１項の確認の申請中である新築の分譲マンシ
ョンについて「建築確認申請済」と明示した上で広告を行った。当該広告は、建築確認を終
えたものと誤認させるものではないため、法第33条の規定に違反するものではない。","Ａは、顧客を集めるために売る意思のない条件の良い物件を広告し、実際は他の物件を販
売しようとしたが注文がなく、売買が成立しなかった場合であっても、監督処分の対象とな
る。","Ａは、免許を受けた都道府県知事から宅地建物取引業の免許の取消しを受けたものの、当
該免許の取消し前に建物の売買の広告をしていた場合、当該建物の売買契約を締結する目的
の範囲内においては、なお宅地建物取引業者とみなされる。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：Ａは、顧客を集めるために売る意思のない条件の良い物件を広告し、実際は他の物件を販
売しようとしたが注文がなく、売買が成立しなかった場合であっても、監督処分の対象とな
る / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：広告規制（取引態様明示・未確認広告・おとり広告）",1,R3_12;宅建業法
2021,31,宅建業法,報酬額（代理/媒介・住居/事務所・権利金）,"宅地建物取引業者Ａ（消費税課税事業者）が貸主Ｂから建物の貸借の代理の依
頼を受け、宅地建物取引業者Ｃ（消費税課税事業者）が借主Ｄから媒介の依頼を受け、ＢとＤ
との間で賃貸借契約を成立させた場合における次の記述のうち、宅地建物取引業法の規定によ
れば、誤っているものはいくつあるか。なお、１か月分の借賃は８万円とし、借賃及び権利金
（権利設定の対価として支払われる金銭であって返還されないものをいう。）には、消費税等
相当額を含まないものとする。また、貸借の代理又は媒介をする宅地又は建物は長期の空家等
には該当しない。
ア　建物を住居として貸借する場合、Ｃは、媒介の依頼を受けるに当たってＤから承諾を得て
いるときを除き、44,000円を超える報酬をＤから受領することはできない。
イ　建物を店舗として貸借する場合、ＡがＢから受領する報酬とＣがＤから受領する報酬の合
計額は88,000円を超えてはならない。
ウ　建物を店舗として貸借する場合、200万円の権利金の授受があるときは、Ａ及びＣが受領
できる報酬の額の合計は、110,000円を超えてはならない。
エ　Ａは、Ｂから媒介報酬の限度額まで受領する他に、Ｂの依頼によらない通常の広告の料金
に相当する額を別途受領することができる。
ア 建物を住居として貸借する場合、Ｃは、媒介の依頼を受けるに当たってＤから承諾を得て
いるときを除き、44,000円を超える報酬をＤから受領することはできない。
イ 建物を店舗として貸借する場合、ＡがＢから受領する報酬とＣがＤから受領する報酬の合
計額は88,000円を超えてはならない。
ウ 建物を店舗として貸借する場合、200万円の権利金の授受があるときは、Ａ及びＣが受領
できる報酬の額の合計は、110,000円を超えてはならない。
エ Ａは、Ｂから媒介報酬の限度額まで受領する他に、Ｂの依頼によらない通常の広告の料金
に相当する額を別途受領することができる。
1    一つ
2    二つ
3    三つ
4    四つ",一つ,二つ,三つ,四つ,判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解は「二つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：報酬額（代理/媒介・住居/事務所・権利金）,4,R3_12;宅建業法
2021,32,宅建業法,供託所等の説明（35条の2）,"宅地建物取引業法第35条の２に規定する供託所等に関する説明についての次の
記述のうち、正しいものはどれか。なお、特に断りのない限り、宅地建物取引業者の相手方は
宅地建物取引業者ではないものとする。","宅地建物取引業者は、宅地建物取引業者の相手方に対して供託所等の説明を行う際に書面
を交付することは要求されていないが、重要事項説明書に記載して説明することが望ましい。","宅地建物取引業者は、宅地建物取引業者が取引の相手方の場合においても、供託所等に係
る説明をしなければならない。","宅地建物取引業者は、売買、交換又は貸借の契約に際し、契約成立後、速やかに供託所等
に係る説明をしなければならない。","宅地建物取引業者は、自らが宅地建物取引業保証協会の社員である場合、営業保証金を供
託した主たる事務所の最寄りの供託所及び所在地の説明をしなければならない。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：宅地建物取引業者は、宅地建物取引業者の相手方に対して供託所等の説明を行う際に書面
を交付することは要求されていないが、重要事項説明書に記載して説明することが望ましい / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：供託所等の説明（35条の2）",5,R3_12;宅建業法
2021,33,宅建業法,媒介契約（専任/一般・レインズ・根拠明示）,"宅地建物取引業者Ａは、ＢからＢ所有の宅地の売却について媒介の依頼を受け
た。この場合における次の記述のうち、宅地建物取引業法の規定によれば、正しいものはいく
つあるか。なお、この問において「専任媒介契約」とは、専属専任媒介契約ではない専任媒介
契約をいう。また、書面の交付には、依頼者の承諾を得て行う電磁的方法による提供を含むも
のとする。
ア　ＡがＢとの間で専任媒介契約を締結した場合、ＡはＢに対して、当該専任媒介契約に係る
業務の処理状況を１週間に１回以上報告しなければならない。
イ　ＡがＢとの間で専任媒介契約を締結した場合、Ｂの要望により当該宅地を指定流通機構に
登録しない旨の特約をしているときを除き、Ａは、当該専任媒介契約締結日から７日以内（
休業日数を含まない。）に、指定流通機構に当該宅地の所在等を登録しなければならない。
ウ　ＡがＢとの間で一般媒介契約を締結した場合、ＡはＢに対して、遅滞なく、宅地建物取引
業法第34条の２第１項の規定に基づく書面を交付しなければならない。
エ　ＡがＢとの間で一般媒介契約を締結した場合、ＡがＢに対し当該宅地の価額又は評価額に
ついて意見を述べるときは、その根拠を明らかにしなければならないが、根拠の明示は口頭
でも書面を用いてもよい。
ア ＡがＢとの間で専任媒介契約を締結した場合、ＡはＢに対して、当該専任媒介契約に係る
業務の処理状況を１週間に１回以上報告しなければならない。
イ ＡがＢとの間で専任媒介契約を締結した場合、Ｂの要望により当該宅地を指定流通機構に
登録しない旨の特約をしているときを除き、Ａは、当該専任媒介契約締結日から７日以内（
休業日数を含まない。）に、指定流通機構に当該宅地の所在等を登録しなければならない。
ウ ＡがＢとの間で一般媒介契約を締結した場合、ＡはＢに対して、遅滞なく、宅地建物取引
業法第34条の２第１項の規定に基づく書面を交付しなければならない。
エ ＡがＢとの間で一般媒介契約を締結した場合、ＡがＢに対し当該宅地の価額又は評価額に
ついて意見を述べるときは、その根拠を明らかにしなければならないが、根拠の明示は口頭
でも書面を用いてもよい。
1    一つ
2    二つ
3    三つ
4    四つ",一つ,二つ,三つ,四つ,判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解は「二つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：媒介契約（専任/一般・レインズ・根拠明示）,3,R3_12;宅建業法
2021,34,宅建業法,宅地/建物の定義・該当性,"宅地、建物に関する次の記述のうち、宅地建物取引業法の規定によれば、正し
いものはどれか。","宅地とは、建物の敷地に供せられる土地をいい、道路、公園、河川、広場及び水路に供せ
られているものは宅地には当たらない。",建物の一部の売買の代理を業として行う行為は、宅地建物取引業に当たらない。,"建物とは、土地に定着する工作物のうち、屋根及び柱若しくは壁を有するものをいうが、
学校、病院、官公庁施設等の公共的な施設は建物には当たらない。","宅地とは、現に建物の敷地に供せられている土地をいい、その地目、現況によって宅地に
当たるか否かを判断する。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：宅地とは、建物の敷地に供せられる土地をいい、道路、公園、河川、広場及び水路に供せ
られているものは宅地には当たらない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：宅地/建物の定義・該当性",1,R3_12;宅建業法
