year,q_no,correct_number,correct_label,correct_text,explanation,difficulty,tags
2021,14,2,B,共用部分である旨の登記がある建物について、合併の登記をすることができる。,判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：共用部分である旨の登記がある建物について、合併の登記をすることができる / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：表示登記・手続・登記事項,4,R3_12;不動産登記法
2021,15,4,D,"第一種住居地域については、都市計画に高層住居誘導地区を定めることができる場合があ
る。","判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：第一種住居地域については、都市計画に高層住居誘導地区を定めることができる場合があ
る / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：用途地域・地区計画・開発許可",5,R3_12;都市計画法
2021,16,3,C,"開発許可を受けた者は、開発行為に関する工事の廃止をしようとするときは、都道府県知
事の許可を受けなければならない。","判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：開発許可を受けた者は、開発行為に関する工事の廃止をしようとするときは、都道府県知
事の許可を受けなければならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：用途地域・地区計画・開発許可",3,R3_12;都市計画法
2021,17,3,C,"換気設備を設けていない居室には、換気のための窓その他の開口部を設け、その換気に有
効な部分の面積は、その居室の床面積に対して10分の１以上としなければならない。","判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：換気設備を設けていない居室には、換気のための窓その他の開口部を設け、その換気に有
効な部分の面積は、その居室の床面積に対して10分の１以上としなければならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：避難・確認・用途制限・斜線制限",4,R3_12;建築基準法
2021,18,2,B,"都市計画により、容積率の限度が10分の50とされている準工業地域内において、建築物
の高さは、前面道路の反対側の境界線からの水平距離が35ｍ以下の範囲内においては、当該
部分から前面道路の反対側の境界線までの水平距離に、1.5を乗じて得た値以下でなければな
らない。","判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：都市計画により、容積率の限度が10分の50とされている準工業地域内において、建築物
の高さは、前面道路の反対側の境界線からの水平距離が35ｍ以下の範囲内においては、当該
部分から前面道路の反対側の境界線までの水平距離に、1.5を乗じて得た値以下でなければな
らない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：避難・確認・用途制限・斜線制限",5,R3_12;建築基準法
2021,19,1,A,"宅地造成等工事規制区域外において行われる宅地造成に関する工事について、工事主は、
工事に着手する前に都道府県知事に届け出なければならない。","判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：宅地造成等工事規制区域外において行われる宅地造成に関する工事について、工事主は、
工事に着手する前に都道府県知事に届け出なければならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：規制区域・許可・技術基準・取消し",2,R3_12;宅地造成等規制法
2021,20,1,A,"土地区画整理組合が施行する土地区画整理事業に係る施行地区内の宅地について借地権の
みを有する者は、その土地区画整理組合の組合員とはならない。","判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：土地区画整理組合が施行する土地区画整理事業に係る施行地区内の宅地について借地権の
みを有する者は、その土地区画整理組合の組合員とはならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：換地・公告・審議会",2,R3_12;土地区画整理法
2021,21,4,D,"市街化区域内の自己所有の農地を駐車場に転用するため、あらかじめ農業委員会に届け出
た場合には、法第４条第１項の許可を受ける必要がない。","判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：市街化区域内の自己所有の農地を駐車場に転用するため、あらかじめ農業委員会に届け出
た場合には、法第４条第１項の許可を受ける必要がない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：3条・4条・5条・市街化区域内届出",2,R3_12;農地法
2021,22,1,A,"個人Ａが所有する都市計画区域外の12,000㎡の土地に、個人Ｂが地上権の設定を受ける契
約を締結した場合、Ｂは一定の場合を除き事後届出を行う必要がある。","判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：個人Ａが所有する都市計画区域外の12,000㎡の土地に、個人Ｂが地上権の設定を受ける契
約を締結した場合、Ｂは一定の場合を除き事後届出を行う必要がある / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：第23条事後届出・勧告・公表",4,R3_12;国土利用計画法
2021,23,2,B,"この税率の軽減措置の適用対象となる住宅用家屋は、売買又は競落により取得したものに
限られる。","判断基準：適用要件・非課税・軽減の可否。 / 正解肢の要点：この税率の軽減措置の適用対象となる住宅用家屋は、売買又は競落により取得したものに
限られる / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：登録免許税（住宅用家屋軽減）",4,R3_12;税法
2021,24,1,A,"市町村長は、固定資産課税台帳に登録された価格等に重大な錯誤があることを発見した場
合においては、直ちに決定された価格等を修正して、これを固定資産課税台帳に登録しなけ
ればならない。","判断基準：適用要件・非課税・軽減の可否。 / 正解肢の要点：市町村長は、固定資産課税台帳に登録された価格等に重大な錯誤があることを発見した場
合においては、直ちに決定された価格等を修正して、これを固定資産課税台帳に登録しなけ
ればならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：固定資産税（縦覧・審査申出・小規模住宅用地）",5,R3_12;税法
2021,25,2,B,"不動産鑑定士は、公示区域内の土地について鑑定評価を行う場合において、当該土地の正
常な価格を求めるときは、公示価格と実際の取引価格を規準としなければならない。","判断基準：定義・許可/届出の要否・例外の確認。 / 正解肢の要点：不動産鑑定士は、公示区域内の土地について鑑定評価を行う場合において、当該土地の正
常な価格を求めるときは、公示価格と実際の取引価格を規準としなければならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：目的・正常価格・公示・閲覧",4,R3_12;地価公示法
2021,26,3,C,"宅地建物取引業者は、その媒介により建物の貸借の契約を成立させた場合において、借賃
以外の金銭の授受に関する定めがあるときは、その額や当該金銭の授受の時期だけでなく、
当該金銭の授受の目的についても37条書面に記載し、当該契約の各当事者に交付しなければ
ならない。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：宅地建物取引業者は、その媒介により建物の貸借の契約を成立させた場合において、借賃
以外の金銭の授受に関する定めがあるときは、その額や当該金銭の授受の時期だけでなく、
当該金銭の授受の目的についても37条書面に記載し、当該契約の各当事者に交付しなければ
ならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：37条書面（売買/賃貸・既存建物・金銭授受）",4,R3_12;宅建業法
2021,27,4,D,"ＡＢ間で建築工事完了前の建物の売買契約を締結する場合において、売買代金の10分の２
の額を手付金として定めた場合、Ａが手付金の保全措置を講じていないときは、Ｂは手付金
の支払を拒否することができる。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：ＡＢ間で建築工事完了前の建物の売買契約を締結する場合において、売買代金の10分の２
の額を手付金として定めた場合、Ａが手付金の保全措置を講じていないときは、Ｂは手付金
の支払を拒否することができる / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：手付金等の保全・自ら売主・違約金",2,R3_12;宅建業法
2021,28,1,A,一つ,判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解は「一つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：監督処分・罰則（指示・取消・名簿）,5,R3_12;宅建業法
2021,29,3,C,"個人である宅地建物取引業者Ａ（甲県知事免許）が死亡した場合、Ａの相続人は、Ａの死
亡の日から30日以内に、その旨を甲県知事に届け出なければならない。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：個人である宅地建物取引業者Ａ（甲県知事免許）が死亡した場合、Ａの相続人は、Ａの死
亡の日から30日以内に、その旨を甲県知事に届け出なければならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：免許の有効期間・更新申請・死亡/合併の届出",2,R3_12;宅建業法
2021,30,3,C,"Ａは、顧客を集めるために売る意思のない条件の良い物件を広告し、実際は他の物件を販
売しようとしたが注文がなく、売買が成立しなかった場合であっても、監督処分の対象とな
る。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：Ａは、顧客を集めるために売る意思のない条件の良い物件を広告し、実際は他の物件を販
売しようとしたが注文がなく、売買が成立しなかった場合であっても、監督処分の対象とな
る / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：広告規制（取引態様明示・未確認広告・おとり広告）",1,R3_12;宅建業法
2021,31,2,B,二つ,判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解は「二つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：報酬額（代理/媒介・住居/事務所・権利金）,4,R3_12;宅建業法
2021,32,1,A,"宅地建物取引業者は、宅地建物取引業者の相手方に対して供託所等の説明を行う際に書面
を交付することは要求されていないが、重要事項説明書に記載して説明することが望ましい。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：宅地建物取引業者は、宅地建物取引業者の相手方に対して供託所等の説明を行う際に書面
を交付することは要求されていないが、重要事項説明書に記載して説明することが望ましい / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：供託所等の説明（35条の2）",5,R3_12;宅建業法
2021,33,2,B,二つ,判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解は「二つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：媒介契約（専任/一般・レインズ・根拠明示）,3,R3_12;宅建業法
2021,34,1,A,"宅地とは、建物の敷地に供せられる土地をいい、道路、公園、河川、広場及び水路に供せ
られているものは宅地には当たらない。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：宅地とは、建物の敷地に供せられる土地をいい、道路、公園、河川、広場及び水路に供せ
られているものは宅地には当たらない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：宅地/建物の定義・該当性",1,R3_12;宅建業法
2021,35,4,D,"宅地建物取引業者は、買主が宅地建物取引業者であっても、重要事項説明書を交付しなけ
ればならない。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：宅地建物取引業者は、買主が宅地建物取引業者であっても、重要事項説明書を交付しなけ
ればならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：重要事項説明（IT重説・交付時期・記名）",2,R3_12;宅建業法
2021,36,4,D,"宅地建物取引業者Ｅ（丁県知事免許）が引き続いて１年以上事業を休止したときは、丁県
知事は免許を取り消さなければならない。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：宅地建物取引業者Ｅ（丁県知事免許）が引き続いて１年以上事業を休止したときは、丁県
知事は免許を取り消さなければならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：免許（破産・換え・更新・休止取消）",3,R3_12;宅建業法
2021,37,2,B,"宅地建物取引士の氏名等が登載されている宅地建物取引士資格登録簿は一般の閲覧に供さ
れることとはされておらず、一般の閲覧に供される宅地建物取引業者名簿に専任の宅地建物
取引士の氏名が登載されることもない。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：宅地建物取引士の氏名等が登載されている宅地建物取引士資格登録簿は一般の閲覧に供さ
れることとはされておらず、一般の閲覧に供される宅地建物取引業者名簿に専任の宅地建物
取引士の氏名が登載されることもない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：宅建士（登録移転・欠格事由・未成年）",3,R3_12;宅建業法
2021,38,3,C,イ、ウ,判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解は「三つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：建築確認前の広告/契約・自ら売主予約,3,R3_12;宅建業法
2021,39,3,C,"宅地建物取引業者で保証協会に加入しようとする者は、その加入した日から１週間以内に、
政令で定める額の弁済業務保証金分担金を当該保証協会に納付しなければならない。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：宅地建物取引業者で保証協会に加入しようとする者は、その加入した日から１週間以内に、
政令で定める額の弁済業務保証金分担金を当該保証協会に納付しなければならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：保証協会（名称変更・加入・苦情対応）",2,R3_12;宅建業法
2021,40,2,B,"Ａは、Ｄを売主としＥを買主とする宅地の売買契約を媒介した。当該売買契約に、当該宅
地が種類又は品質に関して契約の内容に適合しない場合においてその不適合を担保すべき責
任に関する特約があるときは、Ａは、当該特約について記載した37条書面をＤ及びＥに交付
しなければならない。",判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：Ａは、Ｄを売主としＥを買主とする宅地の売買契約を媒介した / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：37条書面（自ら/媒介/定期建物賃貸）,3,R3_12;宅建業法
2021,41,1,A,"宅地建物取引業者Ａは、一団の宅地建物の分譲をするため設置した案内所には、契約を締
結することなく、かつ、契約の申込みを受けることがないときでも、１名以上の専任の宅地
建物取引士を置かなければならない。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：宅地建物取引業者Ａは、一団の宅地建物の分譲をするため設置した案内所には、契約を締
結することなく、かつ、契約の申込みを受けることがないときでも、１名以上の専任の宅地
建物取引士を置かなければならない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：専任宅建士配置・案内所",2,R3_12;宅建業法
2021,42,3,C,三つ,判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解は「三つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：37条書面（既存建物賃貸の記載事項数）,3,R3_12;宅建業法
2021,43,1,A,"Ｂは、Ａの仮設テント張りの案内所で買受けの申込みをし、その８日後にＡの事務所で契
約を締結したが、その際クーリング・オフについて書面の交付を受けずに告げられた。この
場合、クーリング・オフについて告げられた日から８日後には、Ｂはクーリング・オフによ
る契約の解除をすることができない。","判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解肢の要点：Ｂは、Ａの仮設テント張りの案内所で買受けの申込みをし、その８日後にＡの事務所で契
約を締結したが、その際クーリング・オフについて書面の交付を受けずに告げられた / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：クーリング・オフ（案内所/事務所/期間/到達）",3,R3_12;宅建業法
2021,44,3,C,三つ,判断基準：35条/37条/免許/報酬/広告/保証等の要件。 / 正解は「三つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：35条説明（ハザード図面/既存住宅/履行措置）,5,R3_12;宅建業法
2021,45,4,D,"Ａが住宅販売瑕疵担保責任保険契約を締結した場合、住宅の構造耐力上主要な部分又は雨
水の浸入を防止する部分の瑕疵があり、Ａが相当の期間を経過してもなお特定住宅販売瑕疵
担保責任を履行しないときは、Ｂは住宅販売瑕疵担保責任保険契約の有効期間内であれば、
その瑕疵によって生じた損害について保険金を請求することができる。","判断基準：条文/政省令/ガイドラインの必須事項と禁止行為。 / 正解肢の要点：Ａが住宅販売瑕疵担保責任保険契約を締結した場合、住宅の構造耐力上主要な部分又は雨
水の浸入を防止する部分の瑕疵があり、Ａが相当の期間を経過してもなお特定住宅販売瑕疵
担保責任を履行しないときは、Ｂは住宅販売瑕疵担保責任保険契約の有効期間内であれば、
その瑕疵によって生じた損害について保険金を請求することができる / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：供託/保険/届出・保険金請求範囲",1,R3_12;特定住宅瑕疵担保
2021,46,1,A,"機構は、子どもを育成する家庭又は高齢者の家庭に適した良好な居住性能及び居住環境を
有する賃貸住宅の建設に必要な資金の貸付けを業務として行っていない。","判断基準：条文/政省令/ガイドラインの必須事項と禁止行為。 / 正解肢の要点：機構は、子どもを育成する家庭又は高齢者の家庭に適した良好な居住性能及び居住環境を
有する賃貸住宅の建設に必要な資金の貸付けを業務として行っていない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：業務範囲（災害・買取型・マンション共用部）",3,R3_12;住宅金融支援機構
2021,47,4,D,"新築分譲マンションの修繕積立金が住戸により異なる場合、広告スペースの関係で全ての
住戸の修繕積立金を示すことが困難であっても、修繕積立金について全住戸の平均額で表示
することはできない。","判断基準：条文/政省令/ガイドラインの必須事項と禁止行為。 / 正解肢の要点：新築分譲マンションの修繕積立金が住戸により異なる場合、広告スペースの関係で全ての
住戸の修繕積立金を示すことが困難であっても、修繕積立金について全住戸の平均額で表示
することはできない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：名称使用・価格表示・修繕積立金表示",4,R3_12;景表法/公正競争規約
2021,48,1,A,本試験資料では統計問題等のため選択肢が省略,判断基準：公的資料値・用語定義・基本構造の特性。 / 正解肢の要点：本試験資料では統計問題等のため選択肢が省略されています。 / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：需給統計（本資料では省略表記）,3,R3_12;統計
2021,49,2,B,一般に凝灰岩、頁岩、花崗岩（風化してマサ土化したもの）は、崩壊しにくい。,判断基準：公的資料値・用語定義・基本構造の特性。 / 正解肢の要点：一般に凝灰岩、頁岩、花崗岩（風化してマサ土化したもの）は、崩壊しにくい / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：地形・地盤・災害リスク,2,R3_12;土地
2021,50,4,D,"補強コンクリートブロック造は、壁量を多く必要とはせず、住宅等の小規模の建物には使
用されていない。","判断基準：公的資料値・用語定義・基本構造の特性。 / 正解肢の要点：補強コンクリートブロック造は、壁量を多く必要とはせず、住宅等の小規模の建物には使
用されていない / 他肢の落とし穴：用語の取り違え／主体・時期の誤り／例外規定の見落とし。 / 関連：構造（組積/RCブロック等）",2,R3_12;建物
2021,51,1,A,"賃借人の家屋明渡債務が賃貸人の敷金返還債務に対し先履行の関係に立つと解すべき場合、
賃借人は賃貸人に対し敷金返還請求権をもって家屋につき留置権を取得する余地はない。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：賃借人の家屋明渡債務が賃貸人の敷金返還債務に対し先履行の関係に立つと解すべき場合、
賃借人は賃貸人に対し敷金返還請求権をもって家屋につき留置権を取得する余地はない / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",2,R3_10;民法
2021,52,2,B,"ＢがＤに対して300万円の債権を有している場合、Ｂが相殺を援用しない間に300万円の
支払の請求を受けたＣは、ＢのＤに対する債権で相殺する旨の意思表示をすることができる。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：ＢがＤに対して300万円の債権を有している場合、Ｂが相殺を援用しない間に300万円の
支払の請求を受けたＣは、ＢのＤに対する債権で相殺する旨の意思表示をすることができる / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",4,R3_10;民法
2021,53,4,D,四つ,判断基準：条文の文言＋通説・主要判例の結論。 / 正解は「四つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎,5,R3_10;民法
2021,54,1,A,"遺産分割協議でＢの配偶者居住権の存続期間を20年と定めた場合、存続期間が満了した時
点で配偶者居住権は消滅し、配偶者居住権の延長や更新はできない。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：遺産分割協議でＢの配偶者居住権の存続期間を20年と定めた場合、存続期間が満了した時
点で配偶者居住権は消滅し、配偶者居住権の延長や更新はできない / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",5,R3_10;民法
2021,55,4,D,"意思能力を有しないときに行った不動産の売買契約は、後見開始の審判を受けているか否
かにかかわらず効力を有しない。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：意思能力を有しないときに行った不動産の売買契約は、後見開始の審判を受けているか否
かにかかわらず効力を有しない / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",2,R3_10;民法
2021,56,2,B,"債権が譲渡された場合、その意思表示の時に債権が現に発生していないときは、譲受人は、
その後に発生した債権を取得できない。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：債権が譲渡された場合、その意思表示の時に債権が現に発生していないときは、譲受人は、
その後に発生した債権を取得できない / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",4,R3_10;民法
2021,57,3,C,"Ｂが引渡しを受けた甲自動車が故障を起こしたときは、修理が可能か否かにかかわらず、
ＢはＡに対して、修理を請求することなく、本件契約の解除をすることができる。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：Ｂが引渡しを受けた甲自動車が故障を起こしたときは、修理が可能か否かにかかわらず、
ＢはＡに対して、修理を請求することなく、本件契約の解除をすることができる / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",1,R3_10;民法
2021,58,1,A,"Ａが甲建物をＣから賃借している場合、Ａは甲建物の保存の瑕疵による損害の発生の防止
に必要な注意をしなかったとしても、Ｂに対して不法行為責任を負わない。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：Ａが甲建物をＣから賃借している場合、Ａは甲建物の保存の瑕疵による損害の発生の防止
に必要な注意をしなかったとしても、Ｂに対して不法行為責任を負わない / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",2,R3_10;民法
2021,59,1,A,Ａが２分の１、Ｆが４分の１、Ｇが４分の１,判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：Ａが２分の１、Ｆが４分の１、Ｇが４分の１ / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎,4,R3_10;民法
2021,60,2,B,"本件契約において、給付の目的を甲にするか乙にするかについて、Ａを選択権者とする合
意がなされた後に、Ａの失火により甲が全焼したときは、給付の目的物は乙となる。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：本件契約において、給付の目的を甲にするか乙にするかについて、Ａを選択権者とする合
意がなされた後に、Ａの失火により甲が全焼したときは、給付の目的物は乙となる / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：総則・債権・物権の基礎",5,R3_10;民法
2021,61,3,C,"居住の用に供する建物を所有することを目的とする場合には、借地契約を書面で行えば、
借地権を消滅させるため、借地権の設定から20年が経過した日に甲土地上の建物の所有権を
相当の対価でＢからＡに移転する旨の特約を有効に定めることができる。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：居住の用に供する建物を所有することを目的とする場合には、借地契約を書面で行えば、
借地権を消滅させるため、借地権の設定から20年が経過した日に甲土地上の建物の所有権を
相当の対価でＢからＡに移転する旨の特約を有効に定めることができる / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：借地・借家（期間・更新・対抗力・定期賃貸借等）",5,R3_10;借地借家法
2021,62,2,B,"甲建物がＢに引き渡された後、甲建物の所有権がＡからＣに移転した場合、本件契約の敷
金は、他に特段の合意がない限り、ＢのＡに対する未払賃料債務に充当され、残額がＣに承
継される。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：甲建物がＢに引き渡された後、甲建物の所有権がＡからＣに移転した場合、本件契約の敷
金は、他に特段の合意がない限り、ＢのＡに対する未払賃料債務に充当され、残額がＣに承
継される / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：借地・借家（期間・更新・対抗力・定期賃貸借等）",5,R3_10;借地借家法
2021,63,4,D,"各共有者の共用部分の持分は、規約に別段の定めがある場合を除いて、その有する専有部
分の床面積の割合によるが、この床面積は壁その他の区画の中心線で囲まれた部分の水平投
影面積である。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：各共有者の共用部分の持分は、規約に別段の定めがある場合を除いて、その有する専有部
分の床面積の割合によるが、この床面積は壁その他の区画の中心線で囲まれた部分の水平投
影面積である / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：集会・規約・持分・敷地利用権",4,R3_10;区分所有法
2021,64,3,C,法人の合併による権利の移転の登記は、登記権利者が単独で申請することができる。,判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：法人の合併による権利の移転の登記は、登記権利者が単独で申請することができる / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：申請主体・代理・合併・信託登記,4,R3_10;不動産登記法
2021,65,3,C,"地区整備計画においては、市街化区域と市街化調整区域との区分の決定の有無を定めるこ
とができる。","判断基準：定義／許可・届出の要否／例外の確認。 / 正解肢の要点：地区整備計画においては、市街化区域と市街化調整区域との区分の決定の有無を定めるこ
とができる / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：地区計画・開発許可・面積要件",4,R3_10;都市計画法
2021,66,2,B,"首都圏整備法に規定する既成市街地内にある市街化区域において、住宅の建築を目的とし
た800㎡の土地の区画形質の変更を行おうとする者は、あらかじめ、都道府県知事の許可を
受けなければならない。","判断基準：定義／許可・届出の要否／例外の確認。 / 正解肢の要点：首都圏整備法に規定する既成市街地内にある市街化区域において、住宅の建築を目的とし
た800㎡の土地の区画形質の変更を行おうとする者は、あらかじめ、都道府県知事の許可を
受けなければならない / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：地区計画・開発許可・面積要件",4,R3_10;都市計画法
2021,67,4,D,"建築主は、３階建ての木造の共同住宅を新築する場合において、特定行政庁が、安全上、
防火上及び避難上支障がないと認めたときは、検査済証の交付を受ける前においても、仮に、
当該共同住宅を使用することができる。","判断基準：定義／許可・届出の要否／例外の確認。 / 正解肢の要点：建築主は、３階建ての木造の共同住宅を新築する場合において、特定行政庁が、安全上、
防火上及び避難上支障がないと認めたときは、検査済証の交付を受ける前においても、仮に、
当該共同住宅を使用することができる / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：避難・外壁・緩和・特例",5,R3_10;建築基準法
2021,68,2,B,"市町村は、集落地区計画の区域において、用途地域における用途の制限を補完し、当該区
域の特性にふさわしい土地利用の増進等の目的を達成するため必要と認める場合においては、
国土交通大臣の承認を得て、当該区域における用途制限を緩和することができる。","判断基準：定義／許可・届出の要否／例外の確認。 / 正解肢の要点：市町村は、集落地区計画の区域において、用途地域における用途の制限を補完し、当該区
域の特性にふさわしい土地利用の増進等の目的を達成するため必要と認める場合においては、
国土交通大臣の承認を得て、当該区域における用途制限を緩和することができる / 他肢の落とし穴：主体・時期・上限/例外の取り違えに注意。 / 関連：避難・外壁・緩和・特例",5,R3_10;建築基準法
